Company,Headline,Description,Time,pdf_link,bert_sentiment,confidence,final_sentiment
MUKTAARTS,Appointment,"Further to our letter dated 28th May, 2025, we would like to inform that Ms. Pratiksha Panchal (ICSI Membership No. ACS 28467) has taken over as the Company Secretary and Compliance Officer (Key Managerial Personnel) of the Company w.e.f. today, i.e. 3rd June, 2025. We request you to take the same on record.",03-Jun-2025 11:44:39,https://nsearchives.nseindia.com/corporate/MUKTAARTS_03062025114422_Intimation_for_Appointment.pdf,-0.9998485778960458,0.999907374382019,Negative
GULFPETRO,Updates,GP Petroleums Limited has informed the Exchange regarding Update on Website Revamping   Extension of Timeline'.,03-Jun-2025 11:43:33,https://nsearchives.nseindia.com/corporate/GULFPETRO_03062025114004_Updationofnewwebsite03062025.pdf,-0.999841561590074,0.9998703002929688,Negative
ADANIGREEN,General Updates,Adani Green Energy Limited has informed the Exchange about Incorporation of a Step-down Subsidiary Company,03-Jun-2025 11:43:14,https://nsearchives.nseindia.com/corporate/ADANIGREEN_03062025113704_Letter.pdf,-0.9999953688077312,0.9999971389770508,Negative
NTPCGREEN,Credit Rating,NTPC Green Energy Limited has informed the Exchange about Credit Rating,03-Jun-2025 11:34:55,https://nsearchives.nseindia.com/corporate/dinesh01_03062025113019_Disclosure_Credit_rating.pdf,-0.9999789419848639,0.9999858140945435,Negative
PIIND,Analysts/Institutional Investor Meet/Con. Call Updates,PI Industries Limited has informed the Exchange about Schedule of meet,03-Jun-2025 11:29:50,https://nsearchives.nseindia.com/corporate/PIIND_03062025112756_Intimation_-_Investor_call_369June_2025_Signed.pdf,-0.9999902420117905,0.9999940395355225,Negative
PIIND,Analysts/Institutional Investor Meet/Con. Call Updates,PI Industries Limited has informed the Exchange about Schedule of meet,03-Jun-2025 11:29:50,https://nsearchives.nseindia.com/corporate/PIIND_03062025112903_Intimation_-_Investor_call_369June_2025_Signed.pdf,-0.9999902420117905,0.9999940395355225,Negative
PIIND,Analysts/Institutional Investor Meet/Con. Call Updates,PI Industries Limited has informed the Exchange about Schedule of meet,03-Jun-2025 11:29:50,https://nsearchives.nseindia.com/corporate/PIIND_03062025112658_Intimation_-_Investor_call_369June_2025_Signed.pdf,-0.9999902420117905,0.9999940395355225,Negative
ICICIBANK,ESOP/ESOS/ESPS,ICICI Bank Limited has informed the Exchange regarding Allotment of 358024  Shares.,03-Jun-2025 11:19:59,https://nsearchives.nseindia.com/corporate/ICICIBANK1_03062025111930_Lettertoexchange.pdf,-0.9999917158745575,0.9999940395355225,Negative
PANACEABIO,Press Release,"Panacea Biotec Limited has informed the Exchange regarding a press release dated Jun 03, 2025, titled ""Press Release - Inclusion of EmulsiPan adjuvant in the CEPI Adjuvant Library and its foray into commercialisation of its indigenously developed adjuvants"".",03-Jun-2025 11:14:58,https://nsearchives.nseindia.com/corporate/PANACEABIO_03062025111244_PressRelease03062025.pdf,-0.9999894543425967,0.9999899864196777,Negative
KUANTUM,Copy of Newspaper Publication,Kuantum Papers Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 11:12:08,https://nsearchives.nseindia.com/corporate/KUANTUM_03062025111145_iepfnewspaper03062025.pdf,-0.9999805399161232,0.9999874830245972,Negative
HUBTOWN,Press Release,"Hubtown Limited has informed the Exchange regarding a press release dated Jun 03, 2025, titled ""Pursuant to Regulation 30 read with Schedule III of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, please find enclosed herewith the Press Release about the  Announcement in respect of Transferrable Development Rights (TDR) issued to the Company "".",03-Jun-2025 11:11:16,https://nsearchives.nseindia.com/corporate/HUBTOWN_03062025111028_Press_Release_-_TDR_announcement-signed.pdf,-0.9999824580504537,0.9999862909317017,Negative
MPHASIS,News Verification,The Exchange has sought clarification from MphasiS Limited with respect to recent news item captioned Mphasis to lose FedEx business accounting for 8% of total revenue.  The response from the Company is attached.,03-Jun-2025 11:07:20,https://nsearchives.nseindia.com/corporate/sviswanathan_03062025110552_MPHASIS_03062025062612_ResponseMarketRumor20250603.pdf,-0.9999371381509263,0.9999667406082153,Negative
CAMPUS,Analysts/Institutional Investor Meet/Con. Call Updates,Campus Activewear Limited has informed the Exchange about Transcript,03-Jun-2025 11:06:47,https://nsearchives.nseindia.com/corporate/CAMPUSSHOES_03062025110635_intimationtranscript.pdf,-0.9998939188735676,0.9999350309371948,Negative
MBAPL,Spurt in Volume,"Significant increase in volume has been observed in Madhya Bharat Agro Products Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Madhya Bharat Agro Products Limited has submitted their response.",03-Jun-2025 11:02:46,https://nsearchives.nseindia.com/corporate/MBAPL_03062025110230_Reply.pdf,0.0,0.0,Neutral
EASTSILK,Copy of Newspaper Publication,Eastern Silk Industries Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 11:02:01,https://nsearchives.nseindia.com/corporate/EASTSILK_03062025110142_NP.pdf,-0.9999735642052201,0.9999756813049316,Negative
UNIONBANK,Cessation,"Union Bank of India has informed the Exchange regarding Cessation of Ms A Manimekhalai as Managing Director & CEO of the company w.e.f. Jun 03, 2025.",03-Jun-2025 11:00:50,https://nsearchives.nseindia.com/corporate/UNIONBANK_03062025105943_20250603_Cessation_of_Ms_A_Manimekhalai.pdf,-0.9999654448947695,0.9999746084213257,Negative
BALUFORGE,Disclosure under SEBI Takeover Regulations,"Jaspalsingh Prehladsingh Chandock has Submitted to the Exchange a copy of Disclosure under Regulation 10 (5) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jun-2025 10:59:13,https://nsearchives.nseindia.com/corporate/team_sandeshc_03062025104611_Disclosure1.pdf,-0.999947432834233,0.9999635219573975,Negative
BALUFORGE,Disclosure under SEBI Takeover Regulations,"Balu Forge Industries Limited has Submitted to the Exchange a copy of Disclosure under Regulation 10 (5) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jun-2025 10:58:15,https://nsearchives.nseindia.com/corporate/team_sandeshc_03062025104348_Disclosure.pdf,-0.999947432834233,0.9999635219573975,Negative
RATEGAIN,Press Release,"Rategain Travel Technologies Limited has informed the Exchange regarding a press release dated Jun 03, 2025, titled ""Press Release on  RateGain Introduces REMO: Its First AI Employee Focused onEmpathy and Inclusion "".",03-Jun-2025 10:54:52,https://nsearchives.nseindia.com/corporate/RATEGAIN_03062025105445_PR_03062025.pdf,-0.9999871491795602,0.9999898672103882,Negative
3IINFOLTD,Shareholders meeting,3i Infotech Limited has submitted the Exchange  voting results along with copy Srutinizers report of  Postal Ballot,03-Jun-2025 10:53:03,https://nsearchives.nseindia.com/corporate/3IINFOTECHLTD_03062025105124_Final_report.pdf,-0.9999863408515921,0.9999910593032837,Negative
CENTUM,Copy of Newspaper Publication,Centum Electronics Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 10:48:41,https://nsearchives.nseindia.com/corporate/CENTUME_03062025104627_Intimation.pdf,-0.9999974853142248,0.9999984502792358,Negative
TATACOMM,Press Release,"Tata Communications Limited has informed the Exchange regarding a press release dated Jun 03, 2025, titled ""Tata Communications Unveils New Cable System to Supercharge Next-Gen Global Connectivity"".",03-Jun-2025 10:30:13,https://nsearchives.nseindia.com/corporate/TATACOMM_03062025100243_18189.pdf,-0.9999495840468171,0.999950647354126,Negative
BIRLACABLE,Copy of Newspaper Publication,Birla Cable Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 10:28:13,https://nsearchives.nseindia.com/corporate/BIRLACABLE_03062025102746_SENewspaperadvertisements.pdf,-0.9999911417610292,0.9999948740005493,Negative
VINDHYATEL,Copy of Newspaper Publication,Vindhya Telelinks Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 10:23:15,https://nsearchives.nseindia.com/corporate/VINDHYATEL_03062025102253_NewpaperAdvertisement_S_.pdf,-0.9999935523385375,0.9999963045120239,Negative
PURVA,Analysts/Institutional Investor Meet/Con. Call Updates,Puravankara Limited has informed the Exchange about Transcript,03-Jun-2025 10:20:20,https://nsearchives.nseindia.com/corporate/PURVA_03062025101957_signed-seintimation.pdf,-0.9999759150105092,0.9999856948852539,Negative
NIITMTS,ESOP/ESOS/ESPS,Please find intimation for allotment of equity shares under NIIT Learning Systems Limited Employee Stock Option Plan 2023-0.,03-Jun-2025 10:20:13,https://nsearchives.nseindia.com/corporate/NLSL_03062025102002_NLSLSEESOPAllotment03062025.pdf,-0.9999781309102218,0.9999841451644897,Negative
LT,Press Release,"Larsen & Toubro Limited has informed the Exchange regarding a press release dated Jun 03, 2025, titled ""L&T Wins (Significant*) Orders for Water & Effluent Treatment Business"".",03-Jun-2025 10:17:14,https://nsearchives.nseindia.com/corporate/PAM_03062025101653_PressRelease03062025.pdf,-0.9999953678468501,0.9999971389770508,Negative
AWFIS,General Updates,Awfis Space Solutions Limited has informed the Exchange about General Updates,03-Jun-2025 10:15:54,https://nsearchives.nseindia.com/corporate/AWFIS2014_03062025101223_Intimation_NOC.pdf,-0.9999865364338802,0.9999920129776001,Negative
MICEL,General Updates,MIC Electronics Limited has informed the Exchange about General UpdatesPlease find the attached letter of acceptance received from the DDU Division of the East Central Railway Zone.,03-Jun-2025 10:14:29,https://nsearchives.nseindia.com/corporate/MICEL_03062025101355_LOA_03062025.pdf,-0.999973777350533,0.9999854564666748,Negative
NDRAUTO,Spurt in Volume,"Significant increase in volume has been observed in Ndr Auto Components Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Ndr Auto Components Limited has submitted their response.",03-Jun-2025 10:12:15,https://nsearchives.nseindia.com/corporate/NDRAUTO_03062025101205_NSEReplyforincreaseinvolumesd.pdf,-0.9999763644127597,0.9999853372573853,Negative
MOHITIND,General Updates,Mohit Industries Limited has informed the Exchange about General Updates,03-Jun-2025 10:12:11,https://nsearchives.nseindia.com/corporate/MOHITIND_03062025101133_SE_Fineintimation.pdf,-0.9999911396412244,0.999995231628418,Negative
SSDL,Copy of Newspaper Publication,Saraswati Saree Depot Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 10:09:34,https://nsearchives.nseindia.com/corporate/SARASWATI_03062025100902_NewspaperSigned.pdf,-0.9999921366720628,0.9999946355819702,Negative
WAAREERTL,Awarding of order(s)/contract(s),Waaree Renewable Technologies Limited has informed the Exchange about Awarding of order(s)/contract(s),03-Jun-2025 10:06:55,https://nsearchives.nseindia.com/corporate/WAAREERTL_03062025100636_LOA_intimation_Final.pdf,-0.9999841191888663,0.9999899864196777,Negative
ICEMAKE,Resignation,"Ice Make Refrigeration Limited has informed the Exchange regarding Resignation of Ms K Jatin as Secretarial Auditor of the company w.e.f. Jun 02, 2025.",03-Jun-2025 10:02:18,https://nsearchives.nseindia.com/corporate/ICEMAKE_03062025095856_NSESecAudit.pdf,-0.9999494102612516,0.9999685287475586,Negative
CESC,Updates,"CESC Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015'.",03-Jun-2025 09:43:15,https://nsearchives.nseindia.com/corporate/CESC_03062025094241_1.pdf,-0.9999651859297956,0.9999785423278809,Negative
EASEMYTRIP,Press Release,"Easy Trip Planners Limited has informed the Exchange regarding a press release dated Jun 03, 2025, titled ""EaseMyTrip unveils 17th Anniversary Sale with Massive Discounts on Holiday Packages, Flights, Hotels, and More"".",03-Jun-2025 09:34:18,https://nsearchives.nseindia.com/corporate/EASEMYTRIP_03062025093410_PR.pdf,-0.9999704755096559,0.9999711513519287,Negative
FINCABLES,Analysts/Institutional Investor Meet/Con. Call Updates,Finolex Cables Limited has informed the Exchange about Link of Recording,03-Jun-2025 09:09:23,https://nsearchives.nseindia.com/corporate/CSgayatri_03062025090859_AudioVideoRecordingLinksigned.pdf,-0.9999916046699582,0.9999945163726807,Negative
RITES,Bagging/Receiving of orders/contracts,RITES Limited has informed the Exchange about emerging as Lowest Bidder (L-1) in tender floated by Gujarat Urban Development Company Limited,03-Jun-2025 09:01:34,https://nsearchives.nseindia.com/corporate/RITES_03062025090118_Intimation.pdf,-0.9999480587248399,0.9999606609344482,Negative
ADANIPORTS,Monthly Business Updates,Adani Ports and Special Economic Zone Limited has informed the Exchange regarding Monthly Business Updates for the month of May 2025,03-Jun-2025 09:00:15,https://nsearchives.nseindia.com/corporate/rkbhagia_03062025090001_APSEZSEoutcome03062025.pdf,-0.9999978633491082,0.9999982118606567,Negative
PAYTM,ESOP/ESOS/ESPS,"One 97 Communications Limited has informed the Exchange regarding Allotment of 1,93,960 equity shares pursuant to exercise of stock options under One 97 Employees Stock Option Schemes",03-Jun-2025 08:12:08,https://nsearchives.nseindia.com/corporate/PAYTM_03062025081116_Reg30DisclosureAllotmentofshares_03062025_sd.pdf,-0.9999663694213723,0.9999699592590332,Negative
MPHASIS,Rumour Verification - Regulation 30(11),MphasiS Limited has informed the Exchange about Rumour Verification - Regulation 30(11),03-Jun-2025 06:26:39,https://nsearchives.nseindia.com/corporate/MPHASIS_03062025062612_ResponseMarketRumor20250603.pdf,-0.9999371381509263,0.9999667406082153,Negative
YESBANK,Rumour Verification - Regulation 30(11),Yes Bank Limited has informed the Exchange about Rumour Verification - Regulation 30(11),03-Jun-2025 01:00:26,https://nsearchives.nseindia.com/corporate/YESBANK_03062025010014_RumourClarification_03062025_signed.pdf,-0.9999644969175279,0.9999771118164062,Negative
NESTLEIND,Updates,Nestle India Limited has informed the Exchange regarding 'Business Responsibility and Sustainability Report for the financial year ended 31st March 2025'.,03-Jun-2025 00:32:52,https://nsearchives.nseindia.com/corporate/NESTLEIND1_03062025003115_Nestle_India_BRSR.pdf,-0.9994920807239396,0.9994982481002808,Negative
NESTLEIND,Shareholders meeting,"Nestle India Limited has informed the Exchange regarding Notice of 66th Annual General Meeting to be held on Jun 26, 2025",03-Jun-2025 00:17:36,https://nsearchives.nseindia.com/corporate/NESTLEIND1_03062025001441_NestleIndiaNoticeAGMAR202425signed.pdf,-0.9999868275426707,0.9999912977218628,Negative
